avail.datasets,simple.classes,simple.attributes,simple.numeric,simple.nominal,simple.samples,simple.dimensionality,simple.numeric_rate,simple.nominal_rate,simple.symbols_min,simple.symbols_max,simple.symbols_mean,simple.symbols_sd,simple.symbols_sum,simple.class_prob_min,simple.class_prob_max,simple.class_prob_mean,simple.class_prob_sd,statistical.skewness,statistical.skewness_prep,statistical.kurtosis,statistical.kurtosis_prep,statistical.abs_cor,statistical.cancor_1,statistical.fract_1,inftheo.class_entropy,inftheo.normalized_class_entropy,inftheo.attribute_entropy,inftheo.normalized_attribute_entropy,inftheo.joint_entropy,inftheo.mutual_information,inftheo.equivalent_attributes,inftheo.noise_signal_ratio,modelbased.nodes,modelbased.leaves,modelbased.nodes_per_attribute,modelbased.nodes_per_instance,modelbased.leaf_corrobation,modelbased.level_min,modelbased.level_max,modelbased.level_mean,modelbased.level_sd,modelbased.branch_min,modelbased.branch_max,modelbased.branch_mean,modelbased.branch_sd,modelbased.attribute_min,modelbased.attribute_max,modelbased.attribute_mean,modelbased.attribute_sd,landmarking.naive_bayes,landmarking.stump_min,landmarking.stump_max,landmarking.stump_mean,landmarking.stump_sd,landmarking.stump_min_gain,landmarking.stump_random,landmarking.nn_1,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,t2,edges,degree,density,maxComp,closeness,betweenness,clsCoef,hubs,avgPath,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_fun_evals,ela_meta.costs_runtime,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_fun_evals,ela_distr.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_level.costs_fun_evals,ela_level.costs_runtime,Class
1473_fertility,2,9,9,0,100,0.09,1.0,0.0,2,2,2.0,0.0,2,0.12,0.88,0.5,0.537401,0.641454,0.641454,2.75136,2.75136,0.194426,0.344723,1.0,0.366925,0.529361,0.86304,0.374813,0.366925,0.014072,26.073973,60.328257,3,4,0.333333,0.03,0.25,2,2,2.0,0.0,2,4,3.25,0.957427,0,1,0.333333,0.5,0.87,0.88,0.88,0.88,0.0,0.88,0.88,0.84,0.194,0.77,0.384,0.02,0.05,0.24,0.12,0.5,0.27,0.577,0.17,0.375,0.98,11.111,722,14.44,0.145859,88,0.000644,46.97,0.455149,0.525339,2.225967,0.0861936399746331,0.506096746194762,0.0005572769805923,0.0008036745954299,1.44214568951988,0.123429683321125,0.124395488021189,1.41373132259913,0.249236391207012,0,0.0299999999988358,,,,,,0.0305333333333333,0.0305333333333333,0.0305333333333333,1.0,1.0,1.0,0.181633333333333,0.174766666666667,0.1658,1.03929048254816,1.09549658222758,1.05408122235625,0.181633333333333,0.174766666666667,0.168133333333333,1.03929048254816,1.08029341792228,1.03945281522601,0,490.519999999997,Tuning
1475_first-order-theorem-proving,6,51,51,0,5636,0.009049,1.0,0.0,6,6,6.0,0.0,6,0.080021,0.411994,0.166667,0.124817,4.123905,4.123905,49.889011,49.889011,0.256059,0.443804,0.456559,1.601071,0.893575,1.140462,0.264149,1.601071,0.03572,44.822517,30.927605,6,7,0.117647,0.001065,0.142857,2,4,2.4,0.894427,2,6,4.428571,1.397276,0,1,0.117647,0.325396,0.178495,0.411994,0.427608,0.412854,0.003476,0.411994,0.413449,0.559439,0.082,0.428667,9.9e-05,0.036,0.415,0.3335,0.166667,0.5,0.637,0.917,0.463,0.75,0.998,110.51,1078383,352.52795,0.057631,2554,0.0,703.266754,0.126611,0.708,1.942496,0.522590521362899,0.237677308397676,0.0023682393995142,0.006840386825744,2.88838485971778,0.586911436496793,0.665557684677333,25.2014425812133,0.884491934535728,0,0.0500000000010914,0.893095100667016,-0.758706900854278,26.0,0.0,0.0,0.0044,0.0044,0.0044,1.0,1.0,1.0,0.0044,0.0044,0.0044,1.0,1.0,1.0,0.121533333333333,0.108266666666667,0.0665333333333333,1.12253694581281,1.82665330661323,1.62725450901804,0,503.790000000001,Tuning
1479_hill-valley,2,100,100,0,1212,0.082508,1.0,0.0,2,2,2.0,0.0,2,0.5,0.5,0.5,0.0,3.008036,3.008036,12.615729,12.615729,0.992225,0.421947,1.0,0.693147,1.0,0.81382,0.2289,0.693147,0.005216,132.881469,155.015375,3,4,0.03,0.002475,0.25,2,2,2.0,0.0,2,4,3.25,0.957427,0,1,0.03,0.171447,0.510726,0.534653,0.542079,0.538548,0.001582,0.541254,0.539604,0.60066,0.003,0.0,0.001,0.007,0.705,0.986,0.498,0.499,0.554,0.951,0.399,0.457,1.0,12.12,74160,122.376238,0.101054,606,1e-06,818.235149,0.200553,0.77248,3.706407,0.765200052146323,0.558943347352436,0.0012634691203638,0.0064666726257602,5.11818810727877,0.773794237507482,0.928668185961845,2.34470467449221,0.949527672872302,0,0.0299999999988358,0.865237487750949,-0.663703126832726,16.0,0.0,0.0,0.100566666666667,0.1,0.100433333333333,1.00566666666667,1.00132758048457,0.995685363425158,0.202333333333333,0.198333333333333,0.179033333333333,1.02016806722689,1.13014336250233,1.10780115434742,0.109733333333333,0.107866666666667,0.0838,1.01730531520396,1.30946698488465,1.28719172633254,0,509.950000000004,Tuning
1480_ilpd,2,10,9,1,583,0.017153,0.9,0.1,2,2,2.0,0.0,4,0.286449,0.713551,0.5,0.302006,2.674483,2.518022,20.318655,18.515442,0.198598,0.34665,1.0,0.598942,0.86409,0.940207,0.358468,0.654127,0.018592,32.215811,49.571757,19,20,1.9,0.03259,0.05,2,6,3.8,1.135292,2,11,7.75,2.788605,0,6,1.9,2.024846,0.555746,0.713551,0.713551,0.713551,0.0,0.713551,0.713551,0.655232,0.222,0.436,1.9e-05,0.111,0.228,0.573,0.286,0.5,0.496,0.7,0.345,0.38,0.998,58.3,22544,77.337907,0.132883,416,8e-06,208.358491,0.297297,0.657358,2.220239,0.20857221802544,0.512495373917984,0.0004323531757205,0.0014707443150099,3.40171969954658,0.233658456430642,0.358736316910005,2.85674425128662,0.554678290151761,0,0.0499999999992724,,,,,,0.0494333333333333,0.0494333333333333,0.0494333333333333,1.0,1.0,1.0,0.0494333333333333,0.0494333333333333,0.0494333333333333,1.0,1.0,1.0,0.0494333333333333,0.0494333333333333,0.0494333333333333,1.0,1.0,1.0,0,503.629999999997,Tuning
1484_lsvt,2,310,310,0,126,2.460317,1.0,0.0,2,2,2.0,0.0,2,0.333333,0.666667,0.5,0.235702,2.591995,2.591995,15.644969,15.644969,0.294537,1.0,1.0,0.636514,0.918296,0.740077,0.308636,0.636514,0.031295,20.339452,22.648734,2,3,0.006452,0.015873,0.333333,2,2,2.0,0.0,2,3,2.666667,0.57735,0,1,0.006452,0.080192,0.531746,0.666667,0.81746,0.689478,0.03934,0.666667,0.666667,0.753968,0.959,77.979,0.0,0.302,0.984,0.56,0.119,0.115,0.373,0.887,0.246,0.056,1.0,0.41,784,12.444444,0.099556,84,0.000147,101.484127,0.184319,0.756645,4.12249,0.395174237520074,0.546761242605575,0.0048804753799512,0.0061544694387664,1.26103892748823,0.599961337530534,0.432521732048927,6.65060650194153,0.719101669820026,0,0.0400000000008731,,,,,,6.66666666666667e-05,,,,,,6.66666666666667e-05,,,,,,6.66666666666667e-05,,,,,,0,239.840000000004,Tuning
1487_ozone-level-8hr,2,72,72,0,2526,0.028504,1.0,0.0,2,2,2.0,0.0,2,0.063341,0.936659,0.5,0.617529,0.71679,0.71679,4.447025,4.447025,0.326277,0.420737,1.0,0.236064,0.340568,2.078224,0.53124,0.236064,0.018969,12.444653,108.558406,31,32,0.430556,0.012272,0.03125,2,14,6.888889,4.702245,2,10,7.5625,1.721543,0,3,0.430556,0.747322,0.686461,0.936659,0.938638,0.936686,0.000233,0.936659,0.936725,0.921219,0.808,2.194,0.0,0.256,0.719,0.132,0.063,0.5,0.12,0.673,0.079,0.242,1.0,35.083,566509,447.126283,0.17652,2374,2e-06,1318.328729,0.444656,0.610732,2.181126,0.308335239045548,0.521348774875889,0.002213971159524,0.002663395085453,1.20299448075266,0.472239273210193,0.336235925953412,3.86418361476001,0.633990943853532,0,0.0299999999988358,,,,,,0.0002333333333333,0.0002333333333333,0.0002333333333333,1.0,1.0,1.0,0.0002333333333333,0.0002333333333333,0.0002333333333333,1.0,1.0,1.0,0.0002333333333333,0.0002333333333333,0.0002333333333333,1.0,1.0,1.0,0,459.349999999999,Tuning
1488_parkinsons,2,22,22,0,195,0.112821,1.0,0.0,2,2,2.0,0.0,2,0.246154,0.753846,0.5,0.358993,1.414976,1.414976,6.623472,6.623472,0.443076,0.701957,1.0,0.55807,0.805125,1.007683,0.381834,0.55807,0.081545,6.843701,11.357375,4,5,0.181818,0.020513,0.2,2,4,2.666667,1.154701,3,4,3.4,0.547723,0,1,0.181818,0.394771,0.697436,0.753846,0.866667,0.787646,0.039396,0.753846,0.866667,0.964103,1.517,3.641,0.0,0.359,0.99,0.555,0.246,0.5,0.133,0.469,0.036,0.192,1.0,8.864,2495,25.589744,0.131906,147,8.6e-05,101.092308,0.261527,0.715863,2.535738,0.437274430847517,0.574134502514333,0.0060753234280653,0.0078311372537163,1.28900746543631,0.600001929144988,0.470931754509586,2.77242693589587,0.770152523247947,0,0.0100000000002183,1.40633036428781,0.326601615999978,71.0,0.0,0.0100000000020373,,,,,,,,,,,,,,,,,,,0,1.68000000000029,Tuning
1489_phoneme,2,5,5,0,5404,0.000925,1.0,0.0,2,2,2.0,0.0,2,0.293486,0.706514,0.5,0.292054,0.81705,0.81705,3.709803,3.709803,0.153697,0.497794,1.0,0.605244,0.873182,2.247152,0.5221,0.605244,0.092708,6.528499,23.239042,15,16,3.0,0.002776,0.0625,2,8,5.0,2.097618,3,7,5.6875,1.352467,2,5,3.0,1.224745,0.761658,0.706514,0.754626,0.722761,0.02287,0.706514,0.706514,0.907661,0.27,0.174,0.271,0.122,0.135,0.667,0.257,0.346,0.199,0.269,0.092,0.27,0.986,1080.8,1897175,702.137306,0.129953,3818,0.0,1579.020355,0.297209,0.689367,2.030064,0.48548312394542,0.614502311807632,0.0038678336696601,0.0098401697353248,2.54410364450585,0.537407416527869,0.664379053494643,6.34525200974273,0.835611691365953,0,0.0100000000002183,0.625179040114587,-1.29432261560785,29.0,0.0,0.0,0.0001,,,,,,0.0001,,,,,,0.152266666666667,0.1281,0.0690333333333333,1.18865469685142,2.20569773056494,1.85562530178658,0,275.590000000004,Tuning
1490_planning-relax,2,12,12,0,182,0.065934,1.0,0.0,2,2,2.0,0.0,2,0.285714,0.714286,0.5,0.303046,0.307841,0.307841,3.345649,3.345649,0.223603,0.146523,1.0,0.59827,0.863121,1.327449,0.517534,0.59827,0.007753,77.169498,170.224712,8,9,0.666667,0.043956,0.111111,2,4,2.285714,0.755929,2,8,5.666667,2.236068,0,5,0.666667,1.435481,0.708791,0.714286,0.714286,0.714286,0.0,0.714286,0.714286,0.631868,0.006,0.045,0.072,0.102,0.438,0.568,0.284,0.5,0.619,0.963,0.403,0.347,1.0,14.667,2048,22.505495,0.12434,130,8.6e-05,51.532967,0.282775,0.473324,1.955754,0.0919388694911165,0.496439980912816,0.0002988973646169,0.0004748039837135,1.58851846794337,0.130172489438117,0.118172930728687,1.10332273770766,0.233005466202396,0,0.0400000000008731,,,,,,0.104466666666667,0.0475333333333333,0.0506,2.19775596072931,2.06455862977602,0.939393939393939,0.114166666666667,0.0529666666666667,0.0510333333333333,2.15544367526746,2.23709993468321,1.03788373612018,0.114166666666667,0.0529666666666667,0.0503333333333333,2.15544367526746,2.2682119205298,1.0523178807947,0,501.620000000003,Defaults
1491_one-hundred-plants-margin,100,64,64,0,1600,0.04,1.0,0.0,100,100,100.0,0.0,100,0.01,0.01,0.01,0.0,0.818981,0.818981,3.421019,3.421019,0.239439,0.987148,0.046158,4.60517,1.0,1.356927,0.367843,4.60517,0.64422,7.148441,1.106309,5,6,0.078125,0.003125,0.166667,2,2,2.0,0.0,2,6,4.333333,1.632993,0,1,0.078125,0.27049,0.970625,0.01,0.02,0.018594,0.003504,0.02,0.02,0.736875,7.907,7.57436,0.0,1.0,1.0,0.02219,0.01,0.5,0.411,0.86,0.263,0.018,1.0,25.0,11756,14.695,0.00919,16,0.0,0.154375,0.72,0.988633,1.125,0.705608016656186,0.352231246535236,0.0065277932431061,0.0271670014539882,4.16174355440541,0.751860192533748,0.7209211932111,5.29869954122102,0.8142776820585,0,0.0300000000006548,0.247690257857749,-1.20599291738055,14.0,0.0,0.0,,,,,,,0.0437333333333333,0.0115,0.0192666666666667,3.80289855072464,2.26989619377163,0.596885813148789,0.1608,0.162833333333333,0.160466666666667,0.987512794268168,1.0020772746157,1.0147486497715,0,329.779999999999,Tuning
1492_one-hundred-plants-shape,100,64,64,0,1600,0.04,1.0,0.0,100,100,100.0,0.0,100,0.01,0.01,0.01,0.0,0.527716,0.527716,2.833357,2.833357,0.582035,0.976942,0.09082,4.60517,1.0,1.65931,0.449814,4.60517,1.046318,4.401312,0.585857,5,6,0.078125,0.003125,0.166667,2,4,2.5,1.0,2,5,4.0,1.095445,0,1,0.078125,0.27049,0.6275,0.02,0.02,0.02,0.0,0.02,0.02,0.645,12.665,2.60016,0.0,1.0,1.0,0.02062,0.01,0.5,0.582,0.861,0.355,0.257,1.0,25.0,10932,13.665,0.008546,16,0.0,0.66125,0.35,0.963659,1.0,0.575900358747547,0.318188182544985,0.0078787829182052,0.0158571658267883,2.01264154519952,0.667071274414157,0.700491934001337,4.68492606447381,0.835063502236656,0,0.0300000000006548,0.419960510262877,-0.63267342316849,16.0,0.0,0.0,0.0656666666666667,0.0059,0.0356,11.1299435028249,1.84456928838951,0.165730337078652,0.164133333333333,0.1771,0.150133333333333,0.92678336156597,1.09325044404973,1.17961811722913,0.118,0.114966666666667,0.118133333333333,1.02638445926355,0.998871331828442,0.973194130925508,0,480.080000000002,Tuning
1494_qsar-biodeg,2,41,41,0,1052,0.038973,1.0,0.0,2,2,2.0,0.0,2,0.336502,0.663498,0.5,0.231221,3.710539,3.710539,37.876992,37.876992,0.166348,0.703039,1.0,0.638688,0.921432,0.892581,0.257544,0.638688,0.037345,17.102447,22.901061,16,17,0.390244,0.015209,0.058824,2,6,4.0,1.511858,3,9,6.235294,2.016476,0,2,0.390244,0.586432,0.707224,0.663498,0.745247,0.676737,0.023878,0.663498,0.680577,0.840304,0.419,3.395,0.0,0.08,0.336,0.685,0.197,0.26,0.272,0.597,0.16,0.159,0.999,25.659,66894,126.81327,0.120316,699,2e-06,340.988626,0.194854,0.690475,2.206369,0.514291283553624,0.589395332308378,0.0079849100606121,0.0082459885820843,1.03269648868808,0.701196314880122,0.521286337622069,1.63160205061433,0.828929845624326,0,0.0300000000006548,1.07055893027606,-0.726089649520473,30.0,0.0,0.0,0.0408,0.0409,0.0408,0.997555012224939,1.0,1.00245098039216,0.0408,0.0409,0.0408,0.997555012224939,1.0,1.00245098039216,0.0408,0.0409,0.0408,0.997555012224939,1.0,1.00245098039216,0,497.25,Defaults
1495_qualitative-bankruptcy,2,6,0,6,250,0.024,0.0,1.0,2,3,2.857143,0.377964,20,0.428,0.572,0.5,0.101823,0.0,1.71359,3.0,6.513243,0.235517,0.979367,1.0,0.682743,0.98499,1.070792,0.974677,1.495913,0.257621,2.650181,3.156456,1,2,0.166667,0.004,0.5,2,2,2.0,0.0,2,2,2.0,0.0,0,1,0.166667,0.408248,1.0,0.592,0.984,0.783333,0.165204,0.64,0.892,0.992,0.056,0.276,0.5,0.515,0.515,0.486,0.243,0.5,0.058,0.613,0.019,0.024,1.0,17.167,3979,31.832,0.127839,143,3.3e-05,72.02,0.212391,0.590019,2.443219,0.419181689701673,0.592027983991675,0.0094353993964303,0.0098991595485746,1.04915108864599,0.616809121552828,0.420056875184575,2.6146479985681,0.726282072902769,0,0.0299999999988358,,,,,,,,,,,,,,,,,,,,,,,,0,1.66999999999825,Tuning
1496_ringnorm,2,20,20,0,7400,0.002703,1.0,0.0,2,2,2.0,0.0,2,0.495135,0.504865,0.5,0.00688,0.08585,0.08585,3.303942,3.303942,0.012855,0.537062,1.0,0.6931,0.999932,2.088017,0.468759,0.6931,0.083291,8.321465,24.069051,10,11,0.5,0.001351,0.090909,2,2,2.0,0.0,2,11,6.909091,3.176619,0,1,0.5,0.512989,0.98,0.585135,0.614595,0.601946,0.007231,0.601892,0.597838,0.754054,0.05,0.012,1e-06,0.054,0.406,0.721,0.232,0.2,0.442,0.866,0.246,0.28,1.0,370.0,3310396,894.701622,0.120922,3736,0.0,1421.061216,0.224257,0.510606,1.596722,0.477111721280628,0.645567295007613,0.009719981773065,0.0133504388988889,1.37350451992453,0.609498277045201,0.508047125358606,1.20684177645933,0.794163154993635,0,0.0299999999988358,0.779187866365635,-1.28824741820498,5.0,0.0,0.0,0.0001666666666666,0.0001666666666666,0.0001666666666666,1.0,1.0,1.0,0.0001666666666666,0.0001666666666666,0.0001666666666666,1.0,1.0,1.0,0.0001666666666666,0.0001666666666666,0.0001666666666666,1.0,1.0,1.0,0,499.189999999995,Tuning
1497_wall-robot-navigation,4,4,4,0,5406,0.00074,1.0,0.0,4,4,4.0,0.0,4,0.060673,0.407325,0.25,0.172799,1.771276,1.771276,11.509324,11.509324,0.188209,0.688241,0.54302,1.184892,0.854719,1.740969,0.404494,1.184892,0.310324,3.81824,4.610164,3,4,0.75,0.000555,0.25,2,2,2.0,0.0,2,4,3.25,0.957427,0,2,0.75,0.957427,0.891232,0.407325,0.792638,0.561922,0.165172,0.407325,0.597916,0.973363,0.878,0.3005,0.004,1.0,1.0,0.49875,0.25,0.5,0.062,0.116,0.027,0.114,0.967,1351.5,1943522,712.434751,0.130602,2205,0.0,885.41239,0.240631,0.809149,2.155249,0.565994696415467,0.443522858126055,0.0118761337835227,0.0170262664573559,1.43365397929237,0.700451199406958,0.641677624235678,7.407603025517,0.905501242593508,0,0.0500000000010914,0.867273540795669,-0.86634317293889,17.0,0.0,0.0200000000040745,,,,,,,,,,,,,0.1599,0.109166666666667,0.0463333333333333,1.46473282442748,3.45107913669065,2.35611510791367,0,169.75,Tuning
1498_sa-heart,2,9,8,1,462,0.019481,0.888889,0.111111,2,2,2.0,0.0,4,0.34632,0.65368,0.5,0.217336,1.044785,0.994834,5.015073,4.612205,0.180293,0.485813,1.0,0.645139,0.930739,1.32992,0.520865,0.71645,0.03136,20.571869,41.40783,8,9,0.888889,0.017316,0.111111,2,6,3.2,1.788854,3,6,4.444444,1.013794,0,2,0.888889,0.781736,0.718615,0.65368,0.69697,0.663781,0.016161,0.65368,0.65368,0.645022,0.392,0.495,0.359,0.05,0.091,0.726,0.346,0.5,0.5,0.886,0.355,0.311,0.998,51.333,12586,54.484848,0.118188,302,1.1e-05,132.794372,0.235734,0.594436,2.056676,0.417925655618057,0.530107505313361,0.0029807497262605,0.0031160693102137,1.04539783490074,0.616026534998733,0.418099047883537,1.45788269501047,0.735813798082243,0,0.0300000000006548,1.63382156579842,1.02679115506309,138.0,0.0,0.0,0.0279,0.0279333333333333,0.0279,0.998806682577566,1.0,1.00119474313023,0.0279,0.0279333333333333,0.0279,0.998806682577566,1.0,1.00119474313023,0.0279,0.0279333333333333,0.0279,0.998806682577566,1.0,1.00119474313023,0,486.449999999997,Tuning
14_mfeat-fourier,10,76,76,0,2000,0.038,1.0,0.0,10,10,10.0,0.0,10,0.1,0.1,0.1,0.0,0.447565,0.447565,3.117321,3.117321,0.153904,0.970848,0.184534,2.302585,1.0,2.09383,0.550043,2.302585,0.201015,11.454774,9.416269,13,14,0.171053,0.0065,0.071429,2,6,3.714286,1.380131,2,8,6.071429,1.817195,0,3,0.171053,0.500351,0.7965,0.1245,0.1985,0.158533,0.019783,0.1535,0.182,0.8015,2.412,22.0059,0.000227,0.979,0.979,0.5999,0.0479,0.2236,0.298,0.801,0.198,0.043,1.0,26.316,141664,141.664,0.070867,200,0.0,28.764,0.099675,0.873041,1.003467,0.694053761372647,0.375573991221415,0.0052120111444619,0.0263078937353134,5.04755132061966,0.731553161796016,0.699546182827105,4.07814692218123,0.779290275832023,0,0.0100000000002183,0.450651391986628,-1.38304440446445,18.0,0.0,0.0299999999988358,,,,,,,,,,,,,0.176,0.178,0.172866666666667,0.98876404494382,1.01812572310066,1.02969533359044,0,61.1700000000055,Tuning
1504_steel-plates-fault,2,33,33,0,1941,0.017002,1.0,0.0,2,2,2.0,0.0,2,0.346728,0.653272,0.5,0.216759,2.768141,2.768141,46.516907,46.516907,0.238996,1.0,1.0,0.645398,0.931112,1.219939,0.322378,0.645398,0.029387,21.962181,40.513195,6,7,0.181818,0.003091,0.142857,2,2,2.0,0.0,2,7,4.857143,1.9518,0,1,0.181818,0.391675,0.410098,0.653272,0.706337,0.656519,0.010202,0.653272,0.653272,0.997424,0.464,26.962,0.0,0.207,0.878,0.000325,0.0,0.05,0.02,0.265,0.003,0.126,0.682,58.818,200065,206.146316,0.106261,1268,1e-06,931.890263,0.288079,0.721733,2.603068,0.489204076471836,0.630932947970613,0.0116684207248894,0.0124541938721619,1.06734185934831,0.671722253948958,0.496090046444518,1.28751238754194,0.79577011477794,0,0.0299999999988358,1.07389677112005,-0.781234684511816,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0,1.52000000000407,Tuning
1506_thoracic-surgery,2,16,3,13,470,0.034043,0.1875,0.8125,2,7,2.571429,1.398586,36,0.148936,0.851064,0.5,0.496479,2.476082,3.358267,18.300993,28.598043,0.118813,0.350963,1.0,0.420859,0.607172,0.538157,0.436201,0.75853,0.004668,90.168024,114.298731,0,1,0.0,0.0,1.0,0,1,0.5,0.707107,1,1,1.0,0.0,0,0,0.0,0.0,0.823404,0.851064,0.851064,0.851064,0.0,0.851064,0.851064,0.770213,0.009,0.71,0.0,0.077,0.109,0.298,0.149,0.5,0.338,0.683,0.23,0.381,0.97,29.375,15179,64.591489,0.137722,400,2.6e-05,288.455319,0.282766,0.710675,2.620652,0.0868516006714924,0.502553034613639,0.0002491678028432,0.0002966606787994,1.19060599087965,0.133499937249401,0.0904107507251507,170.796378273027,0.173577969309964,0,0.0300000000006548,,,,,,0.0986333333333333,0.0986333333333333,0.0909666666666667,1.0,1.08427995602785,1.08427995602785,0.170833333333333,0.167766666666667,0.165133333333333,1.01827935624876,1.03451756156641,1.01594670972951,0.170833333333333,0.167766666666667,0.165933333333333,1.01827935624876,1.02952993169948,1.01104861390117,0,403.419999999998,Tuning
1507_twonorm,2,20,20,0,7400,0.002703,1.0,0.0,2,2,2.0,0.0,2,0.499595,0.500405,0.5,0.000573,0.03794,0.03794,2.983385,2.983385,0.012862,0.895009,1.0,0.693147,1.0,2.359483,0.529703,0.693147,0.090767,7.636551,24.994946,9,10,0.45,0.001216,0.1,2,6,4.5,1.914854,3,5,4.5,0.707107,0,2,0.45,0.759155,0.978919,0.664189,0.684595,0.673014,0.006284,0.674459,0.674459,0.947838,0.435,0.085,0.004,0.01,0.105,0.831,0.023,0.007,0.084,0.782,0.052,0.017,1.0,370.0,4864583,1314.752162,0.177693,3703,0.0,1192.125135,0.200642,0.489029,1.644003,0.535999855288526,0.664936495744994,0.0090759885387136,0.0166231665154949,1.83155437499604,0.637156947517467,0.565823356042411,7.21259918034017,0.798475413471974,0,0.0500000000010914,0.638324258235256,-1.57485917540703,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0.80000000000291,Tuning
1508_user-knowledge,5,5,5,0,403,0.012407,1.0,0.0,5,5,5.0,0.0,5,0.059553,0.320099,0.2,0.128334,0.458011,0.458011,2.503316,2.503316,0.172811,0.968019,0.910601,1.418943,0.881639,1.840614,0.614412,1.418943,0.276247,5.13651,5.662941,8,9,1.6,0.019851,0.111111,2,6,4.0,1.632993,3,5,4.333333,0.707107,0,4,1.6,2.19089,0.863524,0.349876,0.57072,0.405955,0.092971,0.364764,0.384615,0.80397,6.001,0.6236,1.312,0.429,0.429,0.4018,0.2002,0.5,0.337,0.692,0.196,0.166,0.99,80.6,7261,36.034739,0.089639,129,8e-06,39.369727,0.139704,0.605075,1.75327,0.491406200622626,0.344952420195486,0.0108964812757094,0.0149226935446764,1.36949655279474,0.663091610324766,0.54063086915692,3.53713787902184,0.842363202178282,0,0.0399999999990541,1.13794151811018,-0.461419639639212,34.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0.720000000001164,Tuning
1510_wdbc,2,30,30,0,569,0.052724,1.0,0.0,2,2,2.0,0.0,2,0.372583,0.627417,0.5,0.180194,1.342335,1.342335,8.157269,8.157269,0.31973,0.879957,1.0,0.660316,0.952635,1.34376,0.422825,0.660316,0.191514,3.447878,6.016516,3,4,0.1,0.005272,0.25,2,2,2.0,0.0,2,4,3.25,0.957427,0,1,0.1,0.305129,0.940246,0.627417,0.922671,0.775747,0.110846,0.627417,0.627417,0.952548,3.405,17.077,0.0,0.517,0.998,0.539,0.049,0.022,0.072,0.558,0.047,0.018,0.998,18.967,24646,86.629174,0.152516,357,7e-06,248.070299,0.196982,0.789984,2.890001,0.504752451998478,0.624274887111331,0.0100893850545981,0.0127201511929954,1.26074593487722,0.67751542051547,0.514010676736213,6.93818634750259,0.797521258385437,0,0.0300000000006548,1.00753839123806,-0.931477796702424,11.0,0.0,0.0199999999967986,,,,,,,,,,,,,,,,,,,0,0.69999999999709,Defaults
1511_wholesale-customers,2,8,7,1,440,0.018182,0.875,0.125,2,3,2.5,0.707107,5,0.322727,0.677273,0.5,0.250701,3.438873,3.157683,26.353041,21.813836,0.230427,0.66699,1.0,0.628908,0.907323,0.56184,0.241386,0.725984,0.057993,10.844563,8.688068,4,5,0.5,0.009091,0.2,2,2,2.0,0.0,2,5,3.8,1.30384,0,2,0.5,0.755929,0.906818,0.677273,0.913636,0.750568,0.103629,0.677273,0.677273,0.868182,1.036,0.398,0.000481,0.418,0.62,0.568,0.309,0.492,0.2,0.521,0.132,0.083,0.982,55.0,15679,71.268182,0.162342,298,1.3e-05,130.877273,0.353046,0.695152,2.146295,0.508214457520679,0.605647750003501,0.0081171503193874,0.0099034031706389,1.22005910707174,0.681718065579757,0.549101007716262,11.4803835880421,0.844457478662263,0,0.0499999999992724,,,,,,0.0179666666666667,0.0179666666666667,0.0179666666666667,1.0,1.0,1.0,0.0179666666666667,0.0179666666666667,0.0179666666666667,1.0,1.0,1.0,0.0179666666666667,0.0179666666666667,0.0179666666666667,1.0,1.0,1.0,0,211.949999999997,Tuning
